Datum;Uhrzeit;Autobahn;Richtung_Start;Richtung_Ende;Streckenabschnitt_Start;Streckenabschnitt_Ende;Art;Laenge;Beschreibung
2011-01-03;18:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;18:42:00;A40;Essen;Dortmund;Essen-Kray;Gelsenkirchen-Süd;Stau;1;Baustelle
2011-01-03;18:42:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;2;Baustelle
2011-01-03;18:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;18:42:00;A2;Hannover;Dortmund;Beckum;Hamm-Uentrop;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle linker Fahrstreifen blockiert.
2011-01-03;18:48:00;A40;Essen;Dortmund;Essen-Kray;Gelsenkirchen-Süd;Stau;1;Baustelle
2011-01-03;18:48:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;2;Baustelle
2011-01-03;18:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;18:48:00;A2;Hannover;Dortmund;Beckum;Hamm-Uentrop;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle linker Fahrstreifen blockiert.
2011-01-03;18:54:00;A40;Essen;Dortmund;Essen-Kray;Gelsenkirchen-Süd;Stau;1;Baustelle
2011-01-03;18:54:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;2;Baustelle
2011-01-03;18:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;18:54:00;A2;Hannover;Dortmund;Beckum;Hamm-Uentrop;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle linker Fahrstreifen blockiert.
2011-01-03;19:00:00;A40;Essen;Dortmund;Essen-Kray;Gelsenkirchen-Süd;Stau;1;Baustelle
2011-01-03;19:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;19:00:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:00:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle auf dem linken Fahrstreifen
2011-01-03;19:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-03;19:06:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:06:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle auf dem linken Fahrstreifen
2011-01-03;19:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;19:12:00;A52;Düsseldorf;Essen;Ratingen;Tiefenbroich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:12:00;A40;Duisburg;Venlo;Wachtendonk;Wankum;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:12:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:12:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle auf dem linken Fahrstreifen
2011-01-03;19:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;19:18:00;A52;Düsseldorf;Essen;Ratingen;Tiefenbroich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:18:00;A40;Duisburg;Venlo;Wachtendonk;Wankum;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;19:24:00;A52;Düsseldorf;Essen;Ratingen;Tiefenbroich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:24:00;A43;Münster;Wuppertal;Recklinghausen/Herten;Kreuz Recklinghausen;Gefahr;NULL;Gefahr durch unbeleuchtetes Fahrzeug auf der Fahrbahn
2011-01-03;19:24:00;A45;Hagen;Gießen;Lüdenscheid-Süd;Meinerzhagen;Gefahr;NULL;Gefahr durch einen Kanister auf der Fahrbahn.
2011-01-03;19:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-03;19:30:00;A52;Düsseldorf;Essen;Ratingen;Tiefenbroich;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-03;19:30:00;A43;Münster;Wuppertal;Recklinghausen/Herten;Kreuz Recklinghausen;Gefahr;NULL;Gefahr durch unbeleuchtetes Fahrzeug auf der Fahrbahn
2011-01-03;19:30:00;A45;Hagen;Gießen;Lüdenscheid-Süd;Meinerzhagen;Gefahr;NULL;Gefahr durch einen Kanister auf der Fahrbahn.
2011-01-03;19:36:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Stau;2;Unfall
2011-01-03;19:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Unfall
2011-01-03;19:36:00;A43;Münster;Wuppertal;Recklinghausen/Herten;Kreuz Recklinghausen;Gefahr;NULL;Gefahr durch unbeleuchtetes Fahrzeug auf der Fahrbahn
2011-01-03;19:42:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Stau;2;Unfall
2011-01-03;19:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Unfall
2011-01-03;19:48:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Stau;2;Unfall
2011-01-03;19:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Unfall
2011-01-03;19:54:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Stau;2;Unfall
2011-01-03;19:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Unfall
2011-01-03;20:00:00;A45;Gießen;Hagen;Haiger/Burbach;Wilnsdorf;Stau;2;Unfall
2011-01-03;20:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;6;Unfall
2011-01-03;20:00:00;A52;Roermond;Düsseldorf;Kreuz Mönchengladbach;Mönchengladbach-Nord;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn
2011-01-03;20:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;4;Unfall
2011-01-03;20:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;4;Unfall
2011-01-03;20:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;4;Baustelle
2011-01-03;20:18:00;A3;Frankfurt;Köln;Siebengebirge/Königswinter;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-03;20:18:00;A4;Olpe;Köln;Köln-Poll;Kreuz Köln-Süd;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn
2011-01-03;20:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;4;Baustelle
2011-01-03;20:24:00;A3;Frankfurt;Köln;Siebengebirge/Königswinter;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-03;20:24:00;A4;Olpe;Köln;Köln-Poll;Kreuz Köln-Süd;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn
2011-01-03;20:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;4;Baustelle
2011-01-03;20:30:00;A3;Frankfurt;Köln;Siebengebirge/Königswinter;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-03;20:36:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Dellbrück;stockender Verkehr;3;Baustelle
2011-01-03;20:42:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Dellbrück;stockender Verkehr;3;Baustelle
2011-01-03;20:54:00;A40;Venlo;Essen;Duisburg-Homberg;Duisburg-Häfen;Gefahr;NULL;Gefahr durch eine Stoßstange auf der Fahrbahn
2011-01-03;21:00:00;A40;Venlo;Essen;Duisburg-Homberg;Duisburg-Häfen;Gefahr;NULL;Gefahr durch eine Stoßstange auf der Fahrbahn
2011-01-03;21:12:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch ein brennendes Fahrzeug.
2011-01-03;21:18:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch ein brennendes Fahrzeug.
2011-01-03;21:24:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch ein brennendes Fahrzeug.
2011-01-03;21:30:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch ein brennendes Fahrzeug.
2011-01-03;22:42:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-03;22:48:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-03;22:54:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-03;23:00:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-03;23:06:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-04;00:06:00;A4;Köln;Olpe;Rastplatz Erlenhof;Engelskirchen;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-04;00:12:00;A4;Köln;Olpe;Rastplatz Erlenhof;Engelskirchen;Gefahr;NULL;Gefahr durch Reifenteile
2011-01-04;02:30:00;A2;Dortmund;Hannover;Bönen;Hamm;Gefahr;NULL;Gefahr durch  Gegenstände auf der Fahrbahn
2011-01-04;02:36:00;A2;Dortmund;Hannover;Bönen;Hamm;Gefahr;NULL;Gefahr durch  Gegenstände auf der Fahrbahn
2011-01-04;02:42:00;A2;Dortmund;Hannover;Bönen;Hamm;Gefahr;NULL;Gefahr durch  Gegenstände auf der Fahrbahn
2011-01-04;02:48:00;A2;Dortmund;Hannover;Bönen;Hamm;Gefahr;NULL;Gefahr durch  Gegenstände auf der Fahrbahn
2011-01-04;04:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;04:48:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;04:54:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;04:54:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;05:00:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;05:00:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;05:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;05:06:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;05:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;05:12:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;05:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;05:18:00;A59;Bonn;Köln;Dreieck Sankt Augustin-West;Troisdorf;Gefahr;NULL;Gefahr durch ein totes Tier auf der Fahrbahn.
2011-01-04;05:48:00;A44;Kassel;Dortmund;Kreuz Werl;Unna-Ost;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;05:54:00;A44;Kassel;Dortmund;Kreuz Werl;Unna-Ost;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;06:00:00;A44;Kassel;Dortmund;Kreuz Werl;Unna-Ost;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;06:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:24:00;A40;Duisburg;Essen;Essen-Huttrop;Dreieck Essen-Ost;Stau;2;Unfall
2011-01-04;06:24:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:30:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:30:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;06:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:36:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;06:42:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:42:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;06:42:00;A40;Dortmund;Duisburg;Essen-Kray;Dreieck Essen-Ost;Stau;2;Baustelle
2011-01-04;06:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:48:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;06:48:00;A40;Dortmund;Duisburg;Essen-Kray;Dreieck Essen-Ost;Stau;2;Baustelle
2011-01-04;06:54:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;06:54:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;06:54:00;A40;Dortmund;Duisburg;Essen-Kray;Dreieck Essen-Ost;Stau;2;Baustelle
2011-01-04;07:00:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;07:00:00;A40;Duisburg;Essen;Essen-Huttrop;Essen-Frillendorf;Stau;3;Unfall
2011-01-04;07:00:00;A40;Dortmund;Duisburg;Essen-Kray;Dreieck Essen-Ost;Stau;2;Baustelle
2011-01-04;07:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Leverkusen-Zentrum;Stau;2;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:06:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;07:06:00;A3;Frankfurt;Köln;Kreuz Bonn/Siegburg;Lohmar;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;07:06:00;A40;Dortmund;Duisburg;Essen-Kray;Essen-Frillendorf;Stau;2;Baustelle
2011-01-04;07:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:12:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;07:12:00;A3;Frankfurt;Köln;Kreuz Bonn/Siegburg;Lohmar;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;07:12:00;A40;Dortmund;Duisburg;Essen-Kray;Essen-Frillendorf;Stau;2;Baustelle
2011-01-04;07:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:18:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Unfall
2011-01-04;07:18:00;A3;Frankfurt;Köln;Kreuz Bonn/Siegburg;Lohmar;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;07:18:00;A40;Dortmund;Duisburg;Essen-Kray;Essen-Frillendorf;Stau;2;Baustelle
2011-01-04;07:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:24:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:24:00;A3;Frankfurt;Köln;Kreuz Bonn/Siegburg;Lohmar;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;07:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:30:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:30:00;A3;Frankfurt;Köln;Kreuz Bonn/Siegburg;Lohmar;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;07:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:36:00;A40;Duisburg;Essen;Essen-Zentrum;Essen-Frillendorf;Stau;4;Unfall
2011-01-04;07:36:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;07:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;07:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;5;Dort steht ein defektes Fahrzeug auf der Fahrbahn.
2011-01-04;07:42:00;A40;Duisburg;Essen;Mülheim-Heimaterde;Dreieck Essen-Ost;Stau;4;Unfall
2011-01-04;07:42:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;07:42:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;07:42:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;07:48:00;A40;Duisburg;Essen;Mülheim-Heimaterde;Dreieck Essen-Ost;Stau;4;Unfall
2011-01-04;07:48:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;07:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;07:48:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;07:54:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;07:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;07:54:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;08:00:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;08:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:00:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;08:06:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;08:06:00;A40;Duisburg;Dortmund;Dreieck Essen-Ost;Bochum-Dückerweg;stockender Verkehr;7;Baustelle
2011-01-04;08:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:06:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;08:12:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;08:12:00;A40;Duisburg;Dortmund;Dreieck Essen-Ost;Bochum-Dückerweg;stockender Verkehr;7;Baustelle
2011-01-04;08:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:12:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;08:18:00;A1;Dortmund;Köln;Kreuz Leverkusen-West;Köln-Niehl;Stau;1;Baustelle
2011-01-04;08:18:00;A40;Duisburg;Dortmund;Dreieck Essen-Ost;Bochum-Dückerweg;stockender Verkehr;7;Baustelle
2011-01-04;08:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:18:00;A3;Oberhausen;Arnheim;Oberhausen-Holten;Kreuz Oberhausen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;08:24:00;A3;Köln;Arnheim;Kreuz Kaiserberg;Oberhausen-Holten;Stau;6;Unfall
2011-01-04;08:24:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Dückerweg;stockender Verkehr;6;Baustelle
2011-01-04;08:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:24:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:30:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;Stau;3;Baustelle
2011-01-04;08:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;08:30:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:36:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;Stau;3;Baustelle
2011-01-04;08:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;7;Baustelle
2011-01-04;08:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:42:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;Stau;3;Baustelle
2011-01-04;08:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;7;Baustelle
2011-01-04;08:42:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:48:00;A42;Kamp-Lintfort;Dortmund;Kreuz Oberhausen-West;Oberhausen-Zentrum;stockender Verkehr;3;Baustelle
2011-01-04;08:48:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;Stau;3;Baustelle
2011-01-04;08:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;7;Baustelle
2011-01-04;08:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;08:54:00;A42;Kamp-Lintfort;Dortmund;Kreuz Oberhausen-West;Oberhausen-Zentrum;stockender Verkehr;3;Baustelle
2011-01-04;08:54:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;Stau;3;Baustelle
2011-01-04;08:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;stockender Verkehr;7;Baustelle
2011-01-04;08:54:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:00:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:00:00;A42;Kamp-Lintfort;Dortmund;Duisburg-Neumühl;Oberhausen-Buschhausen;stockender Verkehr;2;Baustelle
2011-01-04;09:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:00:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:06:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:06:00;A42;Kamp-Lintfort;Dortmund;Duisburg-Neumühl;Oberhausen-Buschhausen;stockender Verkehr;2;Baustelle
2011-01-04;09:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
